,Topic,Persian,URL
1320,1 dimensional geometric probability,احتمال هندسی 1 بعدی,https://brilliant.org/wiki/1-dimensional-geometric-probability
1321,Translation,ترجمه,https://brilliant.org/wiki/translation
1322,Problem solving,حل مشکل,https://brilliant.org/wiki/problem-solving
1323,Russells paradox,پارادوکس راسل,https://brilliant.org/wiki/russells-paradox
1324,Quotient group,گروه ضریب,https://brilliant.org/wiki/quotient-group
1325,Identity properties of addition and multiplication,ویژگی های هویت جمع و ضرب,https://brilliant.org/wiki/identity-properties-of-addition-and-multiplication
1326,Stacks,پشته ها,https://brilliant.org/wiki/stacks
1327,Double slit experiment,آزمایش دو شکاف,https://brilliant.org/wiki/double-slit-experiment
1328,Area of a polygon,مساحت یک چند ضلعی,https://brilliant.org/wiki/area-of-a-polygon
1329,Vertical asymptotes,مجانب عمودی,https://brilliant.org/wiki/vertical-asymptotes
1330,Energy stored capacitor,خازن ذخیره انرژی,https://brilliant.org/wiki/energy-stored-capacitor
1331,Isosceles triangle theorem,قضیه مثلث متساوی الساقین,https://brilliant.org/wiki/isosceles-triangle-theorem
1332,Microstates and macrostates,حالت های ریز و کلان,https://brilliant.org/wiki/microstates-and-macrostates
1333,Length and area problem solving,حل مسئله طول و مساحت,https://brilliant.org/wiki/length-and-area-problem-solving
1334,Is a meter square equal to 100 centimeter square,یک متر مربع برابر با 100 سانتی متر مربع است,https://brilliant.org/wiki/is-a-meter-square-equal-to-100-centimeter-square
1335,Can a right triangle with hypotenuse 10 have a,آیا مثلث قائم الزاویه با هیپوتانوس 10 می تواند دارای a باشد,https://brilliant.org/wiki/can-a-right-triangle-with-hypotenuse-10-have-a
1336,Trees basic,درختان اساسی,https://brilliant.org/wiki/trees-basic
1337,Linked lists,لیست های مرتبط,https://brilliant.org/wiki/linked-lists
1338,Recurrence relations method of summation factors,روش روابط عود عوامل جمع,https://brilliant.org/wiki/recurrence-relations-method-of-summation-factors
1339,Limits by factoring,محدودیت با فاکتورسازی,https://brilliant.org/wiki/limits-by-factoring
1340,Simple interest,علاقه ساده,https://brilliant.org/wiki/simple-interest
1341,Indeterminate forms,اشکال نامشخص,https://brilliant.org/wiki/indeterminate-forms
1342,Critical point,نقطه بحرانی,https://brilliant.org/wiki/critical-point
1343,Bells theorem,قضیه بلز,https://brilliant.org/wiki/bells-theorem
1344,Rlc circuits alternating current,مدارهای RLC جریان متناوب,https://brilliant.org/wiki/rlc-circuits-alternating-current
1345,Modular arithmetic misconceptions,تصورات غلط حسابی مدولار,https://brilliant.org/wiki/modular-arithmetic-misconceptions
1346,Decimals fractions,کسری اعشاری,https://brilliant.org/wiki/decimals-fractions
1347,Taylor series interval and radius of convergence,فاصله سری تیلور و شعاع همگرایی,https://brilliant.org/wiki/taylor-series-interval-and-radius-of-convergence
1348,Imaginary unit,واحد خیالی,https://brilliant.org/wiki/imaginary-unit
1349,Continuous random variables probability density,چگالی احتمال متغیرهای تصادفی پیوسته,https://brilliant.org/wiki/continuous-random-variables-probability-density
1350,Instantaneous velocity,سرعت لحظهای,https://brilliant.org/wiki/instantaneous-velocity
1351,Artificial neural network,شبکه های عصبی مصنوعی,https://brilliant.org/wiki/artificial-neural-network
1352,Proofs of the pythagorean theorem,اثبات قضیه فیثاغورث,https://brilliant.org/wiki/proofs-of-the-pythagorean-theorem
1353,Sat parallel lines,نشستن خطوط موازی,https://brilliant.org/wiki/sat-parallel-lines
1354,Equivalent expressions,عبارات معادل,https://brilliant.org/wiki/equivalent-expressions
1355,Damped oscillators problem solving,حل مسئله اسیلاتورهای میرایی,https://brilliant.org/wiki/damped-oscillators-problem-solving
1356,Eulers criterion,معیار اویلر,https://brilliant.org/wiki/eulers-criterion
1357,Solving cubic equations lagranges resolvent,حل معادلات مکعبی حلال لاگرانژ,https://brilliant.org/wiki/solving-cubic-equations-lagranges-resolvent
1358,What is 1 0,1 0 چیست,https://brilliant.org/wiki/what-is-1-0
1359,Set theory,تئوری مجموعه ها,https://brilliant.org/wiki/set-theory
1360,Increasing decreasing functions,افزایش توابع کاهشی,https://brilliant.org/wiki/increasing-decreasing-functions
1361,General diophantine equations fermats method of,معادلات عمومی دیوفانتین روش تخمیر,https://brilliant.org/wiki/general-diophantine-equations-fermats-method-of
1362,Classification of triangles,طبقه بندی مثلث ها,https://brilliant.org/wiki/classification-of-triangles
1363,Matching algorithms,الگوریتم های تطبیق,https://brilliant.org/wiki/matching-algorithms
1364,Constraint relation,رابطه محدودیت,https://brilliant.org/wiki/constraint-relation
1365,Probability rule of sum,قانون جمع احتمال,https://brilliant.org/wiki/probability-rule-of-sum
1366,Square of oppostion,میدان مخالفت,https://brilliant.org/wiki/square-of-oppostion
1367,Riemann series theorem,قضیه سری ریمان,https://brilliant.org/wiki/riemann-series-theorem
1368,Inscribed triangles,مثلث های حکاکی شده,https://brilliant.org/wiki/inscribed-triangles
1369,Subsequences,دنباله ها,https://brilliant.org/wiki/subsequences
1370,Quantum superposition,برهم نهی کوانتومی,https://brilliant.org/wiki/quantum-superposition
1371,Root approximation bisection,دوبخشی تقریب ریشه,https://brilliant.org/wiki/root-approximation-bisection
1372,Monty hall problem,مشکل مونتی هال,https://brilliant.org/wiki/monty-hall-problem
1373,Youngs inequality,نابرابری جوانان,https://brilliant.org/wiki/youngs-inequality
1374,Converse of intermediate value theorem,برعکس قضیه مقدار متوسط,https://brilliant.org/wiki/converse-of-intermediate-value-theorem
1375,Binary coded decimal or bcd,کد باینری اعشاری یا bcd,https://brilliant.org/wiki/binary-coded-decimal-or-bcd
1376,Elimination grids,شبکه های حذف,https://brilliant.org/wiki/elimination-grids
1377,Lifting the exponent,بلند کردن نما,https://brilliant.org/wiki/lifting-the-exponent
1378,Heat transfer,انتقال حرارت,https://brilliant.org/wiki/heat-transfer
1379,Catalans constant,ثابت کاتالان ها,https://brilliant.org/wiki/catalans-constant
1380,Arithmetic puzzles operator search,جستجوی اپراتور معماهای حسابی,https://brilliant.org/wiki/arithmetic-puzzles-operator-search
1381,Hungarian matching,تطبیق مجارستانی,https://brilliant.org/wiki/hungarian-matching
1382,American and european options,گزینه های آمریکایی و اروپایی,https://brilliant.org/wiki/american-and-european-options
1383,Maximum likelihood estimation mle,برآورد حداکثر احتمال mle,https://brilliant.org/wiki/maximum-likelihood-estimation-mle
1384,Priority queues,صف های اولویت دار,https://brilliant.org/wiki/priority-queues
1385,Is 2 prime,2 اول است,https://brilliant.org/wiki/is-2-prime
1386,Cyclic quadrilaterials,چهار ضلعی چرخه ای,https://brilliant.org/wiki/cyclic-quadrilaterials
1387,Division by zero,تقسیم بر صفر,https://brilliant.org/wiki/division-by-zero
1388,Galvanic cells,سلول های گالوانیکی,https://brilliant.org/wiki/galvanic-cells
1389,Applying differentiation rules to trigonometric,اعمال قواعد تمایز در مثلثات,https://brilliant.org/wiki/applying-differentiation-rules-to-trigonometric
1390,Second derivative test,آزمون مشتق دوم,https://brilliant.org/wiki/second-derivative-test
1391,Ideal gas law,قانون گاز ایده آل,https://brilliant.org/wiki/ideal-gas-law
1392,Dna bricks,آجر DNA,https://brilliant.org/wiki/dna-bricks
1393,Symmetry group,گروه تقارن,https://brilliant.org/wiki/symmetry-group
1394,Free body diagrams,نمودارهای بدن رایگان,https://brilliant.org/wiki/free-body-diagrams
1395,Fermats little theorem,قضیه کوچک فرما,https://brilliant.org/wiki/fermats-little-theorem
1396,Graph theory,نظریه گراف,https://brilliant.org/wiki/graph-theory
1397,Polynomial inequalities,نابرابری های چند جمله ای,https://brilliant.org/wiki/polynomial-inequalities
1398,Torque rotational form newtons second law,گشتاور چرخشی قانون دوم نیوتن,https://brilliant.org/wiki/torque-rotational-form-newtons-second-law
1399,Jee quadratic roots,ریشه های درجه دوم جی,https://brilliant.org/wiki/jee-quadratic-roots
1400,Ford fulkerson algorithm,الگوریتم فورد فولکرسون,https://brilliant.org/wiki/ford-fulkerson-algorithm
1401,Unit circle basic concept for higher trigonometry,مفهوم پایه دایره واحد برای مثلثات بالاتر,https://brilliant.org/wiki/unit-circle-basic-concept-for-higher-trigonometry
1402,Schurs inequality,نابرابری Schurs,https://brilliant.org/wiki/schurs-inequality
1403,Contour integration,ادغام کانتور,https://brilliant.org/wiki/contour-integration
1404,Surface area sphere,کره سطح,https://brilliant.org/wiki/surface-area-sphere
1405,Matching,تطابق,https://brilliant.org/wiki/matching
1406,Directed angles,زوایای جهت دار,https://brilliant.org/wiki/directed-angles
1407,Conics discriminant,مخروطی ممیز,https://brilliant.org/wiki/conics-discriminant
1408,Perimeter,محیط,https://brilliant.org/wiki/perimeter
1409,Convergence tests,تست های همگرایی,https://brilliant.org/wiki/convergence-tests
1410,Applying differentiation rules to logarithmic,بکارگیری قوانین تمایز در لگاریتمی,https://brilliant.org/wiki/applying-differentiation-rules-to-logarithmic
1411,Polar curves,منحنی های قطبی,https://brilliant.org/wiki/polar-curves
1412,Dark matter,ماده تاریک,https://brilliant.org/wiki/dark-matter
1413,Hopcroft karp,کارپ هاپکرافت,https://brilliant.org/wiki/hopcroft-karp
1414,Jump trading,تجارت پرش,https://brilliant.org/wiki/jump-trading
1415,Discrete fourier transform,تبدیل فویر گسسته,https://brilliant.org/wiki/discrete-fourier-transform
1416,Optimization problems,مشکلات بهینه سازی,https://brilliant.org/wiki/optimization-problems
1417,Dilworths theorem,قضیه دیلورتز,https://brilliant.org/wiki/dilworths-theorem
1418,Quadratic diophantine equations pells equation,معادلات دیوفانتین درجه دوم معادله پلل,https://brilliant.org/wiki/quadratic-diophantine-equations-pells-equation
1419,Theorem on equal ratios,قضیه بر نسبت های مساوی,https://brilliant.org/wiki/theorem-on-equal-ratios
1420,Rotational kinetic energy conservation of energy,بقای انرژی جنبشی چرخشی انرژی,https://brilliant.org/wiki/rotational-kinetic-energy-conservation-of-energy
1421,Spanning trees,درختان پوشیده,https://brilliant.org/wiki/spanning-trees
1422,Regular languages,زبان های معمولی,https://brilliant.org/wiki/regular-languages
1423,Sparse table,جدول پراکنده,https://brilliant.org/wiki/sparse-table
1424,Real number,عدد واقعی,https://brilliant.org/wiki/real-number
1425,Energy of an electric field,انرژی میدان الکتریکی,https://brilliant.org/wiki/energy-of-an-electric-field
1426,Amazing angles and shapes basic,زوایای شگفت انگیز و اشکال اساسی,https://brilliant.org/wiki/amazing-angles-and-shapes-basic
1427,Position time graph,نمودار زمان موقعیت,https://brilliant.org/wiki/position-time-graph
1428,Ionic compounds,ترکیبات یونی,https://brilliant.org/wiki/ionic-compounds
1429,Triangles circumcenter,مثلث ها دور مرکز,https://brilliant.org/wiki/triangles-circumcenter
1430,Diophantine equations solve by factoring,معادلات دیوفانتین با فاکتورگیری حل می شود,https://brilliant.org/wiki/diophantine-equations-solve-by-factoring
1431,Shifty shapes,اشکال متحرک,https://brilliant.org/wiki/shifty-shapes
1432,Abelian group,گروه آبلیان,https://brilliant.org/wiki/abelian-group
1433,Nine point circle,دایره نه نقطه ای,https://brilliant.org/wiki/nine-point-circle
1434,Is fracinftyinfty1,fracinftyinfty1 است,https://brilliant.org/wiki/is-fracinftyinfty1
1435,Conservation of mechanical energy,حفظ انرژی مکانیکی,https://brilliant.org/wiki/conservation-of-mechanical-energy
1436,Sat word problems,نشست مشکلات کلمه,https://brilliant.org/wiki/sat-word-problems
1437,Hypothesis testing,تست فرضیه,https://brilliant.org/wiki/hypothesis-testing
1438,Fundamental theorem of calculus,قضیه اساسی حساب دیفرانسیل و انتگرال,https://brilliant.org/wiki/fundamental-theorem-of-calculus
1439,Triple angle identities,هویت های زاویه سه گانه,https://brilliant.org/wiki/triple-angle-identities
1440,Formula sum _ i1 n i sum _ i1 n i 2 sum _ i1 n i 3,فرمول جمع _ i1 ni sum _ i1 ni 2 sum _ i1 ni 3,https://brilliant.org/wiki/formula-sum-_-i1-n-i-sum-_-i1-n-i-2-sum-_-i1-n-i-3
1441,Sat data tables,جداول داده های نشسته,https://brilliant.org/wiki/sat-data-tables
1442,Hyperbolic trigonometric functions,توابع مثلثاتی هذلولی,https://brilliant.org/wiki/hyperbolic-trigonometric-functions
1443,Is v_average dfracv_finalv_initial2,آیا v_average dfracv_finalv_initial2 است,https://brilliant.org/wiki/is-v_average-dfracv_finalv_initial2
1444,Summation,جمع بندی,https://brilliant.org/wiki/summation
1445,Magnetic vector potential,پتانسیل بردار مغناطیسی,https://brilliant.org/wiki/magnetic-vector-potential
1446,Counting integers in a range,شمارش اعداد صحیح در یک محدوده,https://brilliant.org/wiki/counting-integers-in-a-range
1447,Inverse element,عنصر معکوس,https://brilliant.org/wiki/inverse-element
1448,Rotational kinetic energy problem solving,حل مسئله انرژی جنبشی چرخشی,https://brilliant.org/wiki/rotational-kinetic-energy-problem-solving
1449,Applying multiple differentiation rules,اعمال قوانین تمایز چندگانه,https://brilliant.org/wiki/applying-multiple-differentiation-rules
1450,Tribonacci sequence,دنباله تربوناچی,https://brilliant.org/wiki/tribonacci-sequence
1451,Coupon collector problem,مشکل جمع کننده کوپن,https://brilliant.org/wiki/coupon-collector-problem
1452,Hidden markov models,مدل های پنهان مارکوف,https://brilliant.org/wiki/hidden-markov-models
1453,Dispersion and scattering of light,پراکندگی و پراکندگی نور,https://brilliant.org/wiki/dispersion-and-scattering-of-light
1454,Lagrange interpolation,درون یابی لاگرانژ,https://brilliant.org/wiki/lagrange-interpolation
1455,Extreme value theorem,قضیه ارزش افراطی,https://brilliant.org/wiki/extreme-value-theorem
1456,Picks theorem,قضیه را انتخاب می کند,https://brilliant.org/wiki/picks-theorem
1457,Propositional logic using algebra,منطق گزاره ای با استفاده از جبر,https://brilliant.org/wiki/propositional-logic-using-algebra
1458,The coordinate plane,هواپیمای مختصات,https://brilliant.org/wiki/the-coordinate-plane
1459,Taylor series,سریال تیلور,https://brilliant.org/wiki/taylor-series
1460,Triangle inequality,نابرابری مثلثی,https://brilliant.org/wiki/triangle-inequality
1461,Gamma distribution,توزیع گاما,https://brilliant.org/wiki/gamma-distribution
1462,Subspace,فضای فرعی,https://brilliant.org/wiki/subspace
1463,Popovicius inequality,نابرابری پوپوویسیوس,https://brilliant.org/wiki/popovicius-inequality
1464,Alcohols and phenols,الکل ها و فنل ها,https://brilliant.org/wiki/alcohols-and-phenols
1465,What makes a good problem,چه چیزی باعث ایجاد یک مشکل خوب می شود,https://brilliant.org/wiki/what-makes-a-good-problem
1466,Mirrors,آینه,https://brilliant.org/wiki/mirrors
1467,Area between curves,مساحت بین منحنی ها,https://brilliant.org/wiki/area-between-curves
1468,Lagranges theorem,قضیه لاگرانژ,https://brilliant.org/wiki/lagranges-theorem
1469,Scientific method,روش علمی,https://brilliant.org/wiki/scientific-method
1470,Representation on the real line,نمایندگی در خط واقعی,https://brilliant.org/wiki/representation-on-the-real-line
1471,Sat facts and formulas,حقایق و فرمول ها را نشست,https://brilliant.org/wiki/sat-facts-and-formulas
1472,Inflection points,نقاط عطف,https://brilliant.org/wiki/inflection-points
1473,Accuracy vs precision,دقت در مقابل دقت,https://brilliant.org/wiki/accuracy-vs-precision
1474,Sat solid geometry,هندسه جامد نشست,https://brilliant.org/wiki/sat-solid-geometry
1475,Biomolecules proteins,پروتئین های زیست مولکول ها,https://brilliant.org/wiki/biomolecules-proteins
1476,Dijkstras short path finder,مسیر یاب کوتاه Dijkstras,https://brilliant.org/wiki/dijkstras-short-path-finder
1477,Rotational kinetic energy work kinetic theorem,انرژی جنبشی دورانی کار قضیه جنبشی,https://brilliant.org/wiki/rotational-kinetic-energy-work-kinetic-theorem
1478,Sophie germain identity,هویت سوفی ژرمین,https://brilliant.org/wiki/sophie-germain-identity
1479,Continuous functions,توابع پیوسته,https://brilliant.org/wiki/continuous-functions
1480,Simplifying exponents,ساده سازی توان,https://brilliant.org/wiki/simplifying-exponents
1481,Perfect numbers,اعداد کامل,https://brilliant.org/wiki/perfect-numbers
1482,Group isomorphism theorems,قضایای هم ریختی گروهی,https://brilliant.org/wiki/group-isomorphism-theorems
1483,Estimation,برآورد کردن,https://brilliant.org/wiki/estimation
1484,Linear models,مدل های خطی,https://brilliant.org/wiki/linear-models
1485,Pi,پی,https://brilliant.org/wiki/pi
1486,Distance rate and time,نرخ فاصله و زمان,https://brilliant.org/wiki/distance-rate-and-time
1487,Probabilistic principle of inclusion and exclusion,اصل احتمالی شمول و طرد,https://brilliant.org/wiki/probabilistic-principle-of-inclusion-and-exclusion
1488,Complexity classes,کلاس های پیچیدگی,https://brilliant.org/wiki/complexity-classes
1489,Jee quadratic equations,معادلات درجه دوم جی,https://brilliant.org/wiki/jee-quadratic-equations
1490,Flawed induction proofs,اثبات القایی ناقص,https://brilliant.org/wiki/flawed-induction-proofs
1491,Solving triangles,حل مثلث,https://brilliant.org/wiki/solving-triangles
1492,Calculating work done by a constant force,محاسبه کار انجام شده توسط یک نیروی ثابت,https://brilliant.org/wiki/calculating-work-done-by-a-constant-force
1493,Distributive property,دارایی توزیعی,https://brilliant.org/wiki/distributive-property
1494,Radix sort,مرتب سازی رادیکس,https://brilliant.org/wiki/radix-sort
1495,Math of soap bubbles and honeycombs,ریاضی حباب های صابون و لانه زنبوری,https://brilliant.org/wiki/math-of-soap-bubbles-and-honeycombs
1496,Miscellaneous grid puzzle,پازل شبکه های متفرقه,https://brilliant.org/wiki/miscellaneous-grid-puzzle
1497,Adjacency matrix,ماتریس مجاورت,https://brilliant.org/wiki/adjacency-matrix
1498,Computer programming resources for beginners,منابع برنامه نویسی کامپیوتر برای مبتدیان,https://brilliant.org/wiki/computer-programming-resources-for-beginners
1499,Discrete random variables probability density,چگالی احتمال متغیرهای تصادفی گسسته,https://brilliant.org/wiki/discrete-random-variables-probability-density
1500,First order differential equations problem solving,حل مسئله معادلات دیفرانسیل مرتبه اول,https://brilliant.org/wiki/first-order-differential-equations-problem-solving
1501,Calendar spreads,تقویم گسترش می یابد,https://brilliant.org/wiki/calendar-spreads
1502,Correlation,همبستگی,https://brilliant.org/wiki/correlation
1503,Deriving keplers laws,استخراج قوانین کپلر,https://brilliant.org/wiki/deriving-keplers-laws
1504,Is 0999 equal 1,0999 برابر 1 است,https://brilliant.org/wiki/is-0999-equal-1
1505,Evaluating functions,ارزیابی عملکردها,https://brilliant.org/wiki/evaluating-functions
1506,Division algorithm,الگوریتم تقسیم,https://brilliant.org/wiki/division-algorithm
1507,Proving trigonometric identities,اثبات هویت های مثلثاتی,https://brilliant.org/wiki/proving-trigonometric-identities
1508,Proof of divisibility rules,اثبات قواعد تقسیم پذیری,https://brilliant.org/wiki/proof-of-divisibility-rules
1509,Molecular orbital theory,نظریه اوربیتال مولکولی,https://brilliant.org/wiki/molecular-orbital-theory
1510,Commutative property of addition and,خاصیت جابجایی جمع و,https://brilliant.org/wiki/commutative-property-of-addition-and
1511,Non standard induction,القایی غیر استاندارد,https://brilliant.org/wiki/non-standard-induction
1512,Fast fibonacci transform,تبدیل سریع فیبوناچی,https://brilliant.org/wiki/fast-fibonacci-transform
1513,List comprehension,درک فهرست,https://brilliant.org/wiki/list-comprehension
1514,Quadratic equations,معادلات درجه دوم,https://brilliant.org/wiki/quadratic-equations
1515,Is there gravity in the space station,آیا گرانش در ایستگاه فضایی وجود دارد؟,https://brilliant.org/wiki/is-there-gravity-in-the-space-station
1516,Complex numbers,اعداد مختلط,https://brilliant.org/wiki/complex-numbers
1517,Strings,رشته های,https://brilliant.org/wiki/strings
1518,List built in type python,لیست ساخته شده در نوع python,https://brilliant.org/wiki/list-built-in-type-python
1519,Trigonometric equations triple angle formula,معادلات مثلثاتی فرمول زاویه سه گانه,https://brilliant.org/wiki/trigonometric-equations-triple-angle-formula
1520,Symmetry,تقارن,https://brilliant.org/wiki/symmetry
1521,Muirhead inequality,نابرابری مویرهد,https://brilliant.org/wiki/muirhead-inequality
1522,Rank of a word in dictionary,رتبه یک کلمه در فرهنگ لغت,https://brilliant.org/wiki/rank-of-a-word-in-dictionary
1523,Sat absolute value,قدر مطلق نشست,https://brilliant.org/wiki/sat-absolute-value
1524,Newcombs paradox,پارادوکس نیوکمبز,https://brilliant.org/wiki/newcombs-paradox
1525,Multivariate regression,رگرسیون چند متغیره,https://brilliant.org/wiki/multivariate-regression
1526,Lorentz force law magnetic fields,میدان مغناطیسی قانون نیروی لورنتس,https://brilliant.org/wiki/lorentz-force-law-magnetic-fields
1527,Structural isomerism,ایزومری ساختاری,https://brilliant.org/wiki/structural-isomerism
1528,Fractional binomial theorem,قضیه دو جمله ای کسری,https://brilliant.org/wiki/fractional-binomial-theorem
1529,Spherical harmonics,هارمونیک های کروی,https://brilliant.org/wiki/spherical-harmonics
1530,Factoring polynomials with large coefficients,فاکتورگیری چند جمله ای ها با ضرایب بزرگ,https://brilliant.org/wiki/factoring-polynomials-with-large-coefficients
1531,Zenos paradox,پارادوکس زنوس,https://brilliant.org/wiki/zenos-paradox
1532,Sylow theorems,قضایای سایلو,https://brilliant.org/wiki/sylow-theorems
1533,Dirichlet series,سری دیریکله,https://brilliant.org/wiki/dirichlet-series
1534,Power of a wave,قدرت یک موج,https://brilliant.org/wiki/power-of-a-wave
1535,Black scholes merton,اسکولز سیاه مرتون,https://brilliant.org/wiki/black-scholes-merton
1536,Debroglie hypothesis,فرضیه دبروگلی,https://brilliant.org/wiki/debroglie-hypothesis
1537,Jordan holder,دارنده جردن,https://brilliant.org/wiki/jordan-holder
1538,Multiple matching,تطبیق چندگانه,https://brilliant.org/wiki/multiple-matching
1539,Lengths in right triangles,طول ها در مثلث های قائم الزاویه,https://brilliant.org/wiki/lengths-in-right-triangles
1540,Steiner ellipse minimal area through three points,اشتاینر حداقل ناحیه را از سه نقطه بیضی می کند,https://brilliant.org/wiki/steiner-ellipse-minimal-area-through-three-points
1541,Remainder factor theorem,قضیه عامل باقیمانده,https://brilliant.org/wiki/remainder-factor-theorem
1542,Functions arithmetic,توابع حسابی,https://brilliant.org/wiki/functions-arithmetic
1543,Factoring polynomials special cases,فاکتورگیری چندجمله‌ای موارد خاص,https://brilliant.org/wiki/factoring-polynomials-special-cases
1544,Shell method,روش پوسته,https://brilliant.org/wiki/shell-method
1545,Sets classical sets,ست های کلاسیک,https://brilliant.org/wiki/sets-classical-sets
1546,Rate of chemical reactions,سرعت واکنش های شیمیایی,https://brilliant.org/wiki/rate-of-chemical-reactions
1547,Using standard form,با استفاده از فرم استاندارد,https://brilliant.org/wiki/using-standard-form
1548,Sat congruence and similarity,همخوانی و شباهت نشست,https://brilliant.org/wiki/sat-congruence-and-similarity
1549,Hyperloop,هایپرلوپ,https://brilliant.org/wiki/hyperloop
1550,Section formula,فرمول بخش,https://brilliant.org/wiki/section-formula
1551,Torque dynamical behavior,رفتار دینامیکی گشتاور,https://brilliant.org/wiki/torque-dynamical-behavior
1552,Bubble sort,مرتب سازی حبابی,https://brilliant.org/wiki/bubble-sort
1553,Logarithms,لگاریتم ها,https://brilliant.org/wiki/logarithms
1554,Doppler effect,اثر داپلر,https://brilliant.org/wiki/doppler-effect
1555,Polynomial roots,ریشه های چند جمله ای,https://brilliant.org/wiki/polynomial-roots
1556,Limits of sequences,محدودیت دنباله ها,https://brilliant.org/wiki/limits-of-sequences
1557,Zika virus,ویروس زیکا,https://brilliant.org/wiki/zika-virus
1558,Solve linear systems algebra,حل جبر سیستم های خطی,https://brilliant.org/wiki/solve-linear-systems-algebra
1559,General polygons area,مساحت چندضلعی های عمومی,https://brilliant.org/wiki/general-polygons-area
1560,Dipole interactions,فعل و انفعالات دوقطبی,https://brilliant.org/wiki/dipole-interactions
1561,Predicate logic,منطق محمول,https://brilliant.org/wiki/predicate-logic
1562,The substitution method for solving recurrences,روش جایگزینی برای حل عودها,https://brilliant.org/wiki/the-substitution-method-for-solving-recurrences
1563,Early exercise,ورزش اولیه,https://brilliant.org/wiki/early-exercise
1564,Magnetic field lines,خطوط میدان مغناطیسی,https://brilliant.org/wiki/magnetic-field-lines
1565,Pie chart,نمودار دایره ای,https://brilliant.org/wiki/pie-chart
1566,Parity medium,متوسط برابری,https://brilliant.org/wiki/parity-medium
1567,Triangles,مثلثها,https://brilliant.org/wiki/triangles
1568,Conics circle standard equation,معادله استاندارد دایره مخروطی,https://brilliant.org/wiki/conics-circle-standard-equation
1569,What is 00,00 چیست,https://brilliant.org/wiki/what-is-00
1570,Maclaurin series,سری Maclaurin,https://brilliant.org/wiki/maclaurin-series
1571,Supervised learning,یادگیری تحت نظارت,https://brilliant.org/wiki/supervised-learning
1572,Lively length and area,طول و مساحت پر جنب و جوش,https://brilliant.org/wiki/lively-length-and-area
1573,Markov chains,زنجیر مارکوف,https://brilliant.org/wiki/markov-chains
1574,Halting problem,توقف مشکل,https://brilliant.org/wiki/halting-problem
1575,Understanding data problem solving easy,درک حل مشکل داده ها آسان است,https://brilliant.org/wiki/understanding-data-problem-solving-easy
1576,Matrix diagonalization,مورب ماتریس,https://brilliant.org/wiki/matrix-diagonalization
1577,U substitution,تعویض U,https://brilliant.org/wiki/u-substitution
1578,Factorization of integers,فاکتورسازی اعداد صحیح,https://brilliant.org/wiki/factorization-of-integers
1579,Context free grammars,گرامرهای آزاد زمینه,https://brilliant.org/wiki/context-free-grammars
1580,Multiple integral,انتگرال چندگانه,https://brilliant.org/wiki/multiple-integral
1581,Surface area cuboid,مساحت سطح مکعب,https://brilliant.org/wiki/surface-area-cuboid
1582,Chebyshevs formula,فرمول چبیشف,https://brilliant.org/wiki/chebyshevs-formula
1583,Inverse trigonometric graphs,نمودارهای مثلثاتی معکوس,https://brilliant.org/wiki/inverse-trigonometric-graphs
1584,Calculating impulse consant force,محاسبه نیروی ثابت ضربه,https://brilliant.org/wiki/calculating-impulse-consant-force
1585,Hybridisation,هیبریداسیون,https://brilliant.org/wiki/hybridisation
1586,Systems of linear ode,سیستم های قصیده خطی,https://brilliant.org/wiki/systems-of-linear-ode
1587,Linear equations,معادلات خطی,https://brilliant.org/wiki/linear-equations
1588,Homeomorphism,هومیومرفیسم,https://brilliant.org/wiki/homeomorphism
1589,Forward contract,قرارداد فوروارد,https://brilliant.org/wiki/forward-contract
1590,Fixed income glosary,واژه نامه درآمد ثابت,https://brilliant.org/wiki/fixed-income-glosary
1591,Sine rule,قانون سینوسی,https://brilliant.org/wiki/sine-rule
1592,Chess puzzles reduced games,پازل های شطرنج باعث کاهش بازی ها شد,https://brilliant.org/wiki/chess-puzzles-reduced-games
1593,Conjectures,حدس ها,https://brilliant.org/wiki/conjectures
1594,Linear transformations,تبدیلات خطی,https://brilliant.org/wiki/linear-transformations
1595,Factional part function,عملکرد بخش جناحی,https://brilliant.org/wiki/factional-part-function
1596,Lenzs law,قانون لنز,https://brilliant.org/wiki/lenzs-law
1597,Machine learning,فراگیری ماشین,https://brilliant.org/wiki/machine-learning
1598,Antiderivative and indefinite integration,ادغام ضد مشتق و نامعین,https://brilliant.org/wiki/antiderivative-and-indefinite-integration
1599,Amplitude frequency wave number phase shift,تغییر فاز تعداد موج فرکانس دامنه,https://brilliant.org/wiki/amplitude-frequency-wave-number-phase-shift
1600,Quantum superposition for dummies,برهم نهی کوانتومی برای آدمک ها,https://brilliant.org/wiki/quantum-superposition-for-dummies
1601,Dna,DNA,https://brilliant.org/wiki/dna
1602,Fractals,فراکتال ها,https://brilliant.org/wiki/fractals
1603,Surds,سورد,https://brilliant.org/wiki/surds
1604,Lino testing,تست Lino,https://brilliant.org/wiki/lino-testing
1605,Affine transformations,تبدیل های افینی,https://brilliant.org/wiki/affine-transformations
1606,Derivatives of exponential functions,مشتقات توابع نمایی,https://brilliant.org/wiki/derivatives-of-exponential-functions
1607,If lim_n rightarrow infty a_n 0 then does sum_n,اگر lim_n فلش راست infty a_n 0 باشد، sum_n را انجام می دهد,https://brilliant.org/wiki/if-lim_n-rightarrow-infty-a_n-0-then-does-sum_n
